;online_transaction_flg;code;category;transaction_amt;customer_id;day_time;day_of_week;time_of_day
3670;online;Бакалейные магазины, супермаркеты;Супермаркеты;500;2076883;Пятница Вечер;5;Вечер
3671;offline;Бакалейные магазины, супермаркеты;Супермаркеты;700;2076883;Пятница День;5;День
3672;online;Бакалейные магазины, супермаркеты;Супермаркеты;900;2076883;Суббота Вечер;6;Вечер
3673;online;Лимузины и такси;Транспорт;200;2076883;Воскресенье Вечер;7;Вечер
3674;offline;Бакалейные магазины, супермаркеты;Супермаркеты;800;2076883;Воскресенье Утро;7;Утро
3675;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;2700;2090250;Понедельник День;1;День
3676;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2090250;Понедельник Вечер;1;Вечер
3677;offline;Фастфуд;Фаст Фуд;100;2090250;Понедельник Вечер;1;Вечер
3678;offline;Фастфуд;Фаст Фуд;100;2090250;Понедельник Вечер;1;Вечер
3679;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;2090250;Понедельник Вечер;1;Вечер
3680;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;700;2090250;Вторник День;2;День
3681;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;1000;2090250;Среда Вечер;3;Вечер
3682;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;1700;2090250;Четверг День;4;День
3683;offline;Фастфуд;Фаст Фуд;500;2090250;Четверг Вечер;4;Вечер
3684;offline;Бакалейные магазины, супермаркеты;Супермаркеты;80;2090250;Четверг День;4;День
3685;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2090250;Четверг Вечер;4;Вечер
